business_id,text,labels
sZqNECDqldtUk-SDjLg9rw,this is terrible in all the times i have had indian food it has never been this watery i didn't order soup i ordered chicken curry and dahl mahkani  it really upsets me because i traveled across town for this to give it a shot just to be hugely disappointed  if you are looking for good indian food where they actually care about the quality go to taste of india or bawarchi,negative
Yz4BD3vf8-d14j2T2FgYxA,i remember going here as a child after church with various indian families and enjoying the food i had recently introduced my boyfriend to indian food and brought him heremy chicken tikki marsala was bland not terrible but nothing special   my boyfriend ordered tandoori chicken  his pieces of chicken were charred and had a bittersour taste  none of the flavors i associate with tandoori chickenfor an indian buffet taj palace in chesterfield is amazing  and just a normal sit down dinner himalayan yeti  both have amazing indian food,negative
2f6NaQVGTM59OGvsdT9pxg,dear sir     i am just now seeing your response to my review shamefully almost two years later i was thinking of visiting your great city soon and came across your reply  since quite some time has past this may no longer be the case  however your complete dismissal and denial of my experience from there warrants a response  no matter how much time has passed i beseech you to check out your late night delivery orders before you flag legitimate reviews i found your restaurant from yelp there wasn't  any mistaking it for some other your excellent reviews are the reason i chose mood indian every establishment  can have a bad dayevening  for you to say you didn't see any record of my transaction is absurd i'm sure you will continue your 4 star reviews if you continue to flag the ones you don't agree with  if you truly care about the service of your  patrons locals as well as the one just passing through your city i would implore you to spot check your sunday late night deliveries to see what they send out as a suggestion just order something and have it sent to any nearby hotel have it delivered to the front lobby and meet them i was staying at the wyndham  400 arch street if that is not in your delivery area please reply back and i will retract my review and give my most sincere and humble apology i wrote this review due to an epic fail of my experience  far from excellence like i had read from other yelpers i thought you should know in order to preserve your 4star rating no matter what hour your patrons order,negative
imrScxmgoU_5ftSoE9Bx-w,few months ago they have a lot of varieties  today they only have a few tray of foods  basically beef chicken or veggies  799 pick two choices with rice and two small piece of nan  not much of choices  how can they compete with a panda express right next door and offer more choices  this time the nan was cold and soggy  i was about to complain but seeing that their business is so slow and about to fold up i ate it anyway  actuallytheir foods is pretty good  but with no business which the freshness of the foods will be a serious factor  if they don't come up with a quick strategy this business will be in serious trouble  i'd hate to see them go out of business,negative
rGkaQhhBMgb6UWBa8-XDug,one and a half stars  wanting indian food to go i called this place because their rating on yelp was so high  i asked for baignan bharta no eggplant on the menu the veg biryani i got tasted like stovetop stuffing  bland with small bits of vegetables and shortgrained rice i later realized that i have eaten the buffet at their other location in center city  it was ok but still bland with uninteresting selections i get it that this place is all about value not fine dining but mumbai bistro is a highly americanized version of indian food  a halfway decent meal for people who don't know indian food,negative
y7pKM3eFDZ9eRchC6SNMsA,i am writing this review as i am eating food at this awful place and this is not first time here i have been here 6 times the staff are rude and the lady owner is just rude i am from chicago and an india and i know exactly how indian food tastes in in us i ordered biryani and it's worst biryani ever pls don't waste money here eat som where else,negative
BfsWnuF3fm4g1fM9NdVi0w,dinner  we loved this place the first two times we went there it seemed classy n food was amazing but the experience about couple of weeks back was not that good there was only one waiter serving the entire restaurant  it took almost an hour for us to get our order further the quality seemed to be degraded a lot hope they come back to original standard soon,negative
fOTDwlJdgwuGTbYrjt_88Q,i really wanted to like nala see my reviews of a few other local indian places but the food here just isn't up to the standards we had the weekend buffet so maybe the regular a la carte menu is better i can't confirm and won't return to find outthe restaurant itself is nice actually one of the better places spacious and well decorated the staff is very pleasant and attentive they brought a special omelet for our son which would have been very appreciated except it was spicy and so went uneateneven with 10 dishes i didn't find anything i would review positively ok the rice and desserts were fine as another reviewer pointed out everything was very spicy which is neither good nor bad in and of itself i know there are regional variations to indian food but these were not typical norther or southern dishes maybe it's like home style food if so please don't invite me to dinner,negative
VpJzlz3bKOJtiI1rb9kTpw,the vegetarian dishes were very good  i am not a vegetarian mushroom palak was exceptional  dal soup tasted delicious but was cooked to the point of no texture  the zucchini dish was very goodthere was no chicken biryani the entire time i was there  the chicken curry was bland  the red chicken not tikka masala was ok but i took the last and it was not replenishedpeople were pleasant nice interior cleaner than a lot of indian restaurantsi am frankly surprised it enjoys such a good reputation  there are many great indian restaurants around the city,negative
Vi-fP-83MHFztVbM0emKSg,service really is horrible and very impolite staff  they act as if they are doing you a favor by filling in the items for buffet  when atleast 15 people are waiting to get their plates filled and all they bring is a small bowl to refill  food is okay  but i would not go back just because of the staff ,negative
ycm91tre_R4pRoV0STawSQ,okay i have a number of complaintsthere's no ambiance the wall decorations are sparse and uncoordinated we were one of the only people in here eating there was no music so it was really uncomfortable we felt like we couldn't even talk without being listened toalso it was hot we were both sweating throughout dinner the rice was undercooked and the naan was over cooked the waiter never refilled our water he also paid zero attention to us throughout the dinner despite being the only people in the restaurant it took 30 minutes to get our food the naan came out with out main food which is fine but annoying considering we were hungry and specified that we wanted it as a starter when we were done eating our waiter took 20 minutes to bring us the check because he was on his phone,negative
zIDuAuwyaLmNwv4k18mbwA,wish there is a zero rating option  worst place to eat  i hate to relive the experience but want to be of help to anyone who even think of eating here  mango lassi was the worst  well the personnel working there are even bad  food was crappy when we informed our waitress that food was bad  she just laughed and asked if we want dessert  we were a party of 7 and none liked the food  wish they close the place just out of respect to food,negative
AXoq_ze4DyyPDjJk-Ba9Pw,this place doesn't even deserve 1 star it deserves zeroi know authentic indian food i have indian friends i know how to cook basic food like rice eggs etc and i have plenty of experience w restaurantsunfortunately this place is a ripoff i only went in w my partner because i wasn't the one paying driving we were hungry and we wanted to try this place that looked newit's a ripoff because 70 of the food is rice and the rest isn't that good either for the amount they chargei can make what they make with no problem just make rice and then combine the rice with thingsother nono's arethe naan was a little mushy when it should be warm  crispy w garlic on itthe included desert was even more silly and not good and since when does desert come includedthe food was hot even though i ordered mild which is supposed to be the least spicy of their threethe mango juice was little for the pricethe vegetables were a little too hard which most likely means they didn't cook it enoughas far as experience they play weird old nondance indian music that even indians don't listen to the bathroom and bathroom door needs improvement the door of the bathroom requires manhandle force to open you need a microscope to be able to read the menu they use fluorescent bulbs which further shows that they're trying to be cheap fluorescent bulbs make you feel tired because they emit harmful negative radiation led's is what you use if you wanna save enough saidso unless you have money to blowoff don't believe me andor wanna see for yourself i wouldn't gobtw most of the indian restaurants in the city of tucson were just like this but not as bad as this unless you're in a highend area like phoenix especially scottsdale i wouldn't go,negative
h0tUOsL3sRYVqSQlxWjW5g,the restaurant website allowed me to place an online order and select the time of pick up to be 455 i showed up to a closed restaurant saying it opens at 5 i went in at 5 to pick up my order and they said they had just started working on it an hour later the order was ready several other disgruntled guests showed up to pick up there orders as well and had the same issues  they did nothing to compensate for the inconvenience and the continuous promises that the order would be ready in 5 minutes instead of telling the truth if i could give them a negative rating i would i will not be returning to this restaurant ever again and would be surprised if they stay in business given the lack of customer service,negative
7n0qmplNMqPLkcRfI2_ieA,my brother sam and i are always hunting for good food  so upon hearing that the menu had been updated here we decided to give it a return visit  yadda yadda yaddablah blah blahif you like eating food that is super greasy and oily this place is for you  at least they are consistent,negative
AYKHW6Ff1ejhjWmyO5O6MA,i ordered lamb vindaloo garlic naan and raiti the lamb vindaloo was boring there was no type of spice i've had way better indian food maybe it's because i'm from new york and food is just banging over there i love getting masala and vindaloo but this was a waste of money honestly 1895 for lamb vindaloo with ricebarely any lamb toowhat a waste  my raiti had hair in it i was so disgusted honestly do you guys cover your hair and facial hair in the kitchen  yuck  the only thing that was good was the garlic naan that's sad,negative
-HMqisHgmwr4k8zwT3tp5Q,started with stale poorly roasted papad i barely ate one piece and another guy came and took the papad away and left a nice clean plate all i wanted was dal makhani and the server wanted to go back and get his pad i was really surprised that the server wanted to write that one thing downplus i was the only one in the restaurantfood needs to improve significantlythey are loosing their edge,negative
oinV9xrSkR3b_T8sK1nsqg,i was excited about visiting after reading all the hype i liked the ambiance but was uncomfortable with the seating the lack of indian people should've been a tipoff to me great flavors but old food imo waiter said spice levels could not be altered  code for this food may or may not have been made a week ago i would give this place a hard pass,negative
Zz4pFK6G5K0nyYYCj89YPQ,our second visit the first was so great we had to  come back the first time we didn't realize it was 15 minutes before closing they treated us like royalty without any rush the grecia pasta and pasta athena were both outstanding they use all fresh homemade ingredients service was superb we had baklava for dessert it was amazing don't miss this great dinner spot,positive
czZ39uUtw3Z1eRvHpDg2yA,i had the shawarma plate and hummus for lunch shawarma was delicious as was the rice the cuisine is definitely yemeni strong with peninsula related dishes mandi lamb haneeth and saltah an interesting experience the food is delicious and the restaurant's appearance is inviting with a nice arab feel i'm giving them four stars because the waiting service wasn't great i had to ask for a refill on water and the water i got after i received my food   unsure why nonetheless i will be returning for lunch next time i'm craving some delicious arab food,positive
7zVlXkudkfhE9oZjtp_1IA,in town for a visitdecided to stopso glad we did got the luch specialwife had the chicken gyro and i had the beff lamb both were fantastic so tender so fresh came with a huge side of perfect rice i also ordered the lemon rice soupout of this world refreshing and soothing everything was yum to top it off the service was great i will be backmany times highly recommend it,positive
irXywqvfXj9maLLOBQMYvg,good fast service friendly staff the shawarma platter pretty good can't go wrong with manakeesh  great staff,positive
C5ZOzlslhMxRJDjBDV3KoQ,omg the service here is over the top incredible the bowls are excellent and enough to take leftovers home i had the spicy brazil bowl and my girlfriend had the mexican bowl the root beer they serve there is fantastic and they keep them coming with no interuption the acting manager visited our table to ask how things were and you could tell the entire staff that took care of us really enjoyed working there we have new favorite place in st pete and they have another location in tampa palms that we will have to try  keep up the incredible work,positive
pIjYZSGPqorSL77I4MaWvg,omg this is good  i only walked on out of starvation and desperation and boy am i glad i did got the stir fry i added the zucchini noodles and chicken it was served piping and i mean gotta blow it first hot it came with sweet chili sauce but honestly i didn't need it i added my beloved siracha and all was well it was very filling and flavorful here on business and i think i know where i am having lunch tomorrow i always had a strawberry smoothie it was tasty too and prices are reasonable i rarely give 5's but i have to i also enjoyed this outside fantastic find,positive
L7JyruCnXOSHTNAJ-oIIxQ,so i hate olives  they actually make me dry heave so i was a little skeptical of going to a place called olive  but i am glad i put my aversions aside because this is one of the best meals i have had in a really long timeas soon as i walked in the serverowner made my husband  i feel so comfortable  she is a sweetheart  is very enthusiastic about the food  the business  as soon as we sat down we had a basket of bread delicious and olive oil on the table  then christine brought out stuffed olives which according to husband were great  i kept my distance but could definitely appreciate the hospitality  we both started wth soup  having sampled his i can say they were both excellent  very simple  delicious  he got a veal special  i got a chicken special  we were both blown away with how flavorful our entrees were and how nice the portion size was  after we enjoyed our food christine brought us a little complimentary dessert  it doesn't get much better than thatfor being in society hill this byob is incredibly affordable  my suggestion would be to get yourself a little wwwrestaurantcom gift certificate bring some friends  enjoy  i can't wait to go back,positive
XIKYdKWq72zUYsq8NBxcCQ,best food ever love the apple salad and the soups   sometimes they put too much salt but very rare you go home feeling full but not like u need to go workout,positive
U4DpkzcADkXFZzYaX9smjQ,we have quite a few mediterranean restaurants in peoria but none measure up to this place my wife and i have eaten here several times over several trips and we've never had a bad meal the dolma entree is huge with 15 items not just grape leaves on the plate my wife loves it and it's a great value compared to what we're used to in peoria we also tried the saffron chicken not quite as amazing as many reviews made it out to be but solid sultan pilau delicious and mixed grill all meats were good  even the ground beef usually not my favorite kabob item was seasoned beautifully even the rice that came as a side was great i don't usually compliment rice or even pay attention to it but it was very moist and remained so when i heated up leftovers the next day the pickled vegetable salad sides were good too and the saffron cake is amazing if they have it for dessert the lentil soup is great as well a little spicy but tolerable though i don't think they offer it as a free appetizer anymore the only thing i didn't care for was the rice pudding since i'm not a fan of roseflavored food but my wife loved itoverall this is now a staple of our st louis visits if we're in that area of the city,positive
6ajnOk0GcY9xbb5Ocaw8Gw,this restaurant is amazing for a cozy intimate date it's very dark inside and most of the lighting is coming from the numerous candles in the small space i loved the ambiance the food as well was filling i recommend getting a pizza and the gnocchi those two can fill up a couple but if you're really hungry i recommend getting one of their many delicious dishes i tried the meatballs and they were very flavorful the pricing was also decent and the ambiance felt fancy and nice highly recommend for a date spot,positive
K7KHmHzxNwzqiijSJeKe_A,i think the food is a bit expensive however it was absolutely delicious they give you the right portion of food and you feel very comfortable at the end the service was great they are very efficient the food came out quickly it was great i saw a lot of couples there so i think it would be a great spot to visit for a date,positive
4ogs4i2-hjpt-VMyPRkIEQ,the food here was amazing and service superior the gentleman who owns the restaurant and runs it is from yugoslavia and he's had the restaurant for the last 11 years my friend and i stopped in for lunch and he was willing to chat with us although he claimed his english wasn't great we were both fairly new to the cuisine and tried the meat patty and chicken shish kebab both meals were served with onion and tomato and huge two pieces of delicious breadlike bun as well as a sour cream type sauce the food was amazing and with drinks and tip it was only 10 a person honestly the portions were so large we could have split a mealparking was east the restaurant was clean the people friendly all in all i can't complain i think if you're looking for a great place to try some easter european food this is the place to try,positive
IDXLt6-LwcJTIFtKRJhW3g,great lunch spot this is usually my go to place right after my workouts at the health  wellness center in wesley chapel the food is fresh cooked to order and the entire menu is healthy i've met friends for lunch several times and even brought my kids for lunch dates my 10 year old has been coming here since he was 8 and his favorite item to get is the shanghai chicken rice bowl i've had the salmon salad the shanghai rice bowl the shrimp burrito and even tasted my youngest son's grilled cheese everything was great the owner is usually always there he's very friendly and his restaurant is a great addition to the wesley chapel community with there being so many fast food places around i'm thankful for the few healthy options available,positive
KoMlidUMfCLz42ETmlF56A,the food is very fresh and service is greati had a mint hookah and tried so mucheverything was excellent and hit heavy my friend and i ordered the hummus with chicken lamb skewers with rice and house salad tabuli salad hummus sampler baklava our table was full lol i will def be going back or getting delivery,positive
KQHqDPUaAd4412_6vbRk0g,had the gyro platter with greek salad and potato salad only one worker in making food but was not busy the food was very good and reminded me of my old greek place back in cincyi also liked it more than acropolis will return for different sandwiches,positive
WN4vWgb7tmm-N7rdjFwJVw,i work right across the street so i eat here frequently this is my favorite place downtown i get the build your own greens bowl quinoa salad and balsamic onion hummus i am obsessed with the hummus and the pita chips are usually so crispy and delicious everything is usually fresh and tasty however they often run out of things and the flavor is inconsistent for instance today they were out of the balsamic reduction for the hummus and the quinoa salad was bad this is the first time the quinoa salad was bad and i know this for certain because i frequent the place so often it's disappointing because i get the same thing every time and look forward to it and hopefully i don't get sick sometimes the food is amazing and sometimes it is just ok i will continue to go but hopefully they strive for better consistency,positive
KHkOgc6G_K7jUiEUv9bB6A,i really enjoyed all of the food i ordered especially the sampler plate i thought the baba ganoush was especially tasty i am a vegetarian so i didn't have any gyros my parents did and although they said it wasn't what they had typically had as a gyro that it was still very tasty i ordered take out and they answered the phone promptly were quick to have the food ready and the staff were very friendly i will be back again,positive
uZYBF0YTU_iKq4_L_PDtMQ,amazing ambience great food we ordered lebanese wine and chicken kebab chicken was well cooked and tasting amazing for the vegetarians we ordered grape leaf appetizer and it was nicely prepared great place to hang around,positive
B6Lvq3sOYwhKxPzadDka9g,zeppoli is an adorable cozy italian restaurant located in collingswood they are currently offering indoor dining at decreased capacity and outdoor seating the restaurant offers a very intimate ambience good for dates and small groups currently they are offering a 3course and a 4course pre fixe menu i appreciated that they were flexible allowing me to order 3 courses while my boyfriend ordered 4 if you do the 3 course option you select one appetizer one pasta and one dessert for the 4 course option you also get an entree every dish was delicious it's hard to pick which were the best they also had several extras including a tortellini at the beginning that was chefs kiss for the apps we shared the antipasti for two which was some of the best i've ever had great selection of veggies meats and cheeses that were perfectly seasoned for the pasta i really enjoyed the gnocchi alla' argentiera which was comprised of large delicious cheesy balls of heaven i also liked the pesto trapanese which had the most interesting almond pesto over perfectly cooked fusilli lastly for a sweet end i also quite liked the zeppoli siciliano which were sugarcoated fluffy donuts in chocolate sauce a special shoutout to our waitress jess as well who was very attentive engaging and had great recommendations for our dinner overall i had a wonderful experience at zeppoli and enjoyed the meal the company and the ambience,positive
pIjYZSGPqorSL77I4MaWvg,stopped here for a quick lunch i got the cali bowl and added the citrus chicken and honestly the pictures on yelp is what sold me in on it the bowl had quinoa avocado tomatoes black beans and lettuce the chicken was flavorful and the citrus dressing complimented the dish perfectly yet was light and flavorful the portion size was great but definitely add a protein if you're not vegetarian to give it a little extra kick texture and energy if you're looking for a quick and healthy lunch choice sofresh is it,positive
5s7I0Khg7ReVzfO7niJtKg,being new to tucson i'm trying out new places to eat  tonight's fare was mediterranean  the atmosphere is pleasant the service outstanding but the food amazing  each item was perfectly prepared  the chicken was well seared tender and juicy  the presentation was excellent  to finish i tried the pistachio baklava a true winner  prices are very reasonable for the quantity of food received  a can't miss in my book  putting this high on the must return list,positive
zS_iBFOBbZSNC1edaijD3A,stopped here for lunch with my family yesterday afternoon my mom and dad each had gyros and i had the chicken platter we also had fries which were nice and crunchy the food was delicious  just a little bit of red sauce goes a long way but what really made our experience great was the crew who made sure we had everything we needed everyone working there was a great host and they were very accommodating for us i'll definitely stop here again next time i'm in the area,positive
cw3AXRl_hQeGGMeq5o3TYw,they have good food and hookah i don't smoke though but my friends like their hookahs they are expensive they are friendly most of the time but sometimes things change i don't know why i think depends on who your server is,positive
_LOJW0XkOpj4O348GVRDeQ,i just left philly after attending my friend's wedding my hubbs and i stayed an extra night and decided to get pizza we went to yelp and found zavino we went at about 830pm on a sunday night and the place was packed we had to wait about 15 minutes before getting a seat outside our server was prompt and attentive we ordered the joey pizza and ravioli the pizza was probably one of the best i've ever had the ravioli was really good too we liked it so much we went back this morningafternoon before driving to back to nyc i'm a huge fan of this place,positive
GuzbBFraIq-fbkjfvaTRvg,i'm not a vegetarian or vegan and i am obsessed with the food at mesa verde we've visited three times in the past week and each time i've tried something new that was absolutely delicious the vegetarianvegan vanilla ice cream and baklava is the dreamiest dessert i've ever had and i'm a huge fanatic of brownies and vanilla ice cream so that's saying a lot,positive
BmKCJsV_payJ5ANqC7i85g,for anyone who has been on south grand you know that it has some of the best ethnic food that st louis has to offer the vine is definitely  on of those great places to stop at when walking in we came from the grocery store side of it and then walked over to other side where the restaurant is we were seated and given a menu we started with the lebanese nachos which where delicious we then moved on and ordered from the lunch menu i ordered the chicken kafta with yogurt salad and wasn't disappointed for dessert we picked a few baklavas from their bakery section overall great food and i would recommend it to all my friends best thing is the price you can try so many different things on the menu without worrying about the bill stacking up,positive
2DTkzhmMpv5fIPKheePClA,every single dish that we ordered was a tasty delightful adventure for the pallet the food was very fresh perfectly seasoned and unique at times i had no idea what i was eating yet i savored each and every bite the food is a true experience that should not be overlooked there's no way you could be disappointed by shaya oh and the waitress margaux was also excellent and made great recommendations and was very knowledgeable about the menu thanks for a great experience shaya,positive
_LOJW0XkOpj4O348GVRDeQ,prosciutto and olives were great prosciutto came with fresh baked pizza bread very tasty,positive
QOPcqO5zvGVZL54917JUdw,fresh veggies for whatever dish requires them love the chicken kufta and shawarma meats hummus is on point as is the fried kibby they also have pine nuts in their lebanese tea a must,positive
r8k5KtXqb9yxlMGE0BF6jA,this was a fantastic restaurant  had reservations because of the pandemic seating was outside  four of us and we all loved it  caesar salad is wrapped with incredible garlic bread my husband wants to make a main dish out of the calamari appy  his fish was delicious there were a few bones that shouldn't have been there but what can you do,positive
6ajnOk0GcY9xbb5Ocaw8Gw,dined here again last night and let me tell you these broads don't miss a beatthe weather was pretty hot so when choosing a cocktail i desired something cool and refreshing upon browsing their drink list i came across the basil lemonade vodka house made lemonade and torn basil leaves i like that the drinks are served in mason jars here i was nervous it was going to be sweet but pleasantly surprised to find it tart citrusy and perfectly chilled over ice it was the ideal choice for such a hot night and i enjoyed it so much i ordered another later in the mealsince this restaurant is tapas style we ordered four dishes for two of us let me break it down for youthe grilled mediterranean octopus salad served with sopressata fingerling potato taggiasca olive roasted peppers cucumbers herbs and lemon oh my good gracious this was fantastic you know how sometimes you order grilled octopus and it comes out chewy and dense well this my yelp friends was the complete opposite the octopus was moist soft and seasoned oh so well the citrus from the lemon shined through and tied all the elements of the dish together this is a dish that i will not only recommend to others that dine here but something i cannot wait to have againthe grilled hanger steak served with wood roasted fingerlings summer vegetable escalivada and marrowramp butter arriving at our table with a perfectly deep pink medium rare this steak practically melted in your mouth it was succulent juicy and very tasty the waitress didn't even ask what temperature we wanted why you may ask because she needn't bother the chefs here know how to do it right and this dish in itself communicated just thatthe grilled house smoked shrimp served with crispy mushroom polenta french feta wood roasted tomatoes basil and pine nut pesto the only drawback to this dish was that there were 3 shrimp on the plate i think 4 would have been more appropriate the shrimp were well seasoned plump and juicy the mushroom polenta served as a bread to soak up the yummy pine nut pesto that it rested on the mussels perpperonata served with wood oven charred peppers and onions san marzano sauce garlic chili herbs and grilled bread there were plenty of mussels in the bowl they brought to us the flavors all paired well and the mussels were fresh and juicy typically when i come here i can't resist ordering the caramel boudino but last night we were just too full i always recommend that dessert to anyone that asks it's positively delightful,positive
5kZFpY6mXiNZzZcotXbfVA,fantastic mediterranean food with tons of vegetarian options i am surprised that this place is always empty because the food is really delicious each item on the menu has it's own unique flavor and is priced low enough that you can try multiple thingshighly recommend this place,positive
GuzbBFraIq-fbkjfvaTRvg,relied on yelp for a recommendation and i'm glad i did mesa verde is so good i had to have lunch here twice while visiting santa barbara  a beautiful mix of flavor fresh local produce unique dishes in a relaxing airy environment with a warm and friendly staff  the blta  avocado bowl are beyond and kali's chai was a surprising and rich discovery,positive
SLmGshQmUoMPMlwbMuLWLQ,went here tonight for dinner it was amazing as far as the food and the service and the general atmosphere great staffi would give it five stars if the music wasn't so loud from the bar area and in the ladies room i just like music that is part of the background and doesn't sort of make your teeth stand on edge we did not hang in the bar area the bar area was the purview of a bunch of self important cougarswould definitely return for lunch or dinner,positive
sHwNZLuLZvlVBX17b7RgTw,i am new to the princeton heights area and stopped in here to get a cappuccino on a fairly chilly day  i didn't realize they did not take cards until i went to pay i felt bad about not having cash but he was very nice about it and said next time  having said that i can say there will definitely be a next time  the atmosphere was very cool as it is a coffee shop but they also sell liquor and beer which makes it a great place to hang out with friends as i witnessed with two men playing chess at a table and others just hanging out at the bar  the cappuccino was delicious and has me wanting to try the other items on the menu for sure  i will definitely be going back and this time with cash,positive
xRapA2lG7mjJ6eOqHmxe-A,loved the atmosphere and the food was great a different flair for sb which i enjoyed very much  the avocado desert is a must and their 70 chocolate desertas well  something for everyone,positive
BryQISFnkCdcJET-tpAx3w,as a turkish i can comfortably say that this place is the most authentic turkish food you can find in philadelphia whenever i get homesick we come to isot hence i was able to try most of their menu items including the brunch nearly all of the food is amazing highly recommend to everyone,positive
WksAo-C-Wl4RRz4sgQjZLw,i was traveling for work and had the most awesome falafel sandwich and a chicken shawarma sandwich another time at mall of america in minneapolis just wished it was closer to home and my wish came true they opened couple of miles away from my home in the cherry hill  marlton area same taste and really clean and neat got take out today to surprise my wife and kids and they were pleasantly surprised got a falafel bowl and a falafel pita sandwich this is one of the best mediterranean food i've had recently don't forget to get some hot sauce on the side to tickle your taste buds you won't be disappointed,positive
GuzbBFraIq-fbkjfvaTRvg,enjoyed lunch with a friend at mesa verde today the organic plantbased vegetarian restaurant is lovely the decor is pleasant the chairs are comfortable and the staff is helpful and friendly we are not big eaters and prefer to eat in a restaurant such as this where they have put a lot of time effort and care into the dishes they serve the portions were perfect for our appetites and tasty as well as being beautifully presentedwe will definitely return soon,positive
xellD0NghW7cmmeIgjmEXA,this was a great first experience at suzani not my first time eating this cuisine we decided last minute on a friday night made a 600 res grabbed a couple bottles of wine and headed over the place is cute inside not fancy but nice  lights could be a little dimmer to create more ambiance large booths on each side that can fit up to 6 with larger tables in the middle for big parties we tried the samsa which was outstanding the lamb and ground beef kabobs were terrific the bread outstanding everything else was good to very good service was top notch and friendly we will definitely return to taste more gets 5 stars or on my out of 100 scale a solid 87,positive
6ajnOk0GcY9xbb5Ocaw8Gw,love me some barbuzzo they're the best restaurant with a latenight kitchen midnight that i've been to in philly the meatballs are dope the pizzas are solid the beet salad is great but above all else  they offer the single best dessert in the city  the caramel budino  it's sealed the deal for me in the past if you know what i mean,positive
we1YC8nDW9V1H-BL_XMaRQ,cheesy greek squeeze sandwich is good the bread they serve it on is some of best bread i've had good vegetarian options and pricing very reasonable,positive
KbKuKzmbdzdfrRwgAE6EGw,great dining experience from start to finish  brittany was our server and she was awesome very attentive but not at our table every 2 minutes she kept the food and drinks coming at just the right pace she was super friendly and sweet  we were dining on the savordowntownindy menu and what a deal that was  19 per person and the food was fabulous hubby and i both had the portabella mushroom soup it was delicious it had a little spice of some kind that was just right we were also served bread and a tomato olive oil dip that was outstanding  for the main dish hubby had the french dip and fries and he said it was great i had the grilled chicken salad and it was very fresh and flavorful the chicken was very tender and delicious for dessert we both had the tiramisu it was very very good  our meal also came with either coffee tea or cola included in the 19  this meal was something to write home about i think it would have been worth it even at full price we will return,positive
pJtvP5aHophr2gjIVvX-YA,the food is incredible here love their chicken kabob sandwiches and salads with sides and pita i love helping out a local business that delivers on every meal,positive
UyD7FJamt_pw1V4d00lwjA,i use naf naf for catering frequently for groups of all sizes and they are great everyone loves the food and the rewards program is fantastic delivery is always on time as well,positive
c7TanwrkujM7GAE43H4kwg,will was so friendly and welcoming food was amazing we will definitely be back great addition to the neighborhood great options for vegetarian and vegans,positive
9ujreFoSYcURn43VkCkIhQ,love this place i usually get the gluten free wrap which is always delicious and satisfying it is a bit pricey but i don't mind paying a few extra dollars for consistency in excellent customer service cleanliness and quality of food,positive
pmnaMretlgmAA96i8Z7NFw,great food it was a different kind of meal for me but in a good way the food is very refreshing a little bit on the expensive side but it's worth every penny i will be venturing here again you have to try the shawarma,positive
2DTkzhmMpv5fIPKheePClA,i did go to this place with high expectations and it delivered  last time when i was in nola i missed out on this restaurant so this visit i made a reservation for the day i landed back here i am big on taking food pictures unfortunately the lighting in this location is not that great to do justice to the food we ate  the ambiance is however gorgeous it looks so simple from outside yet your taste buds and you are transported to another destination  the price is very reasonable when it comes to for the table getting to try 5 from the list for just 23 dollars is amazing  the portion size is not that big but the ingredients used are so fresh  i never thought i would enjoy peas so much as i did from their menu  the pita here are delicious i am not even sure how someone can make pita so good  they are soft fluffy steamy and the right amount of salt in them  even though it is painful to suggest but try not to fill yourself up with the pita  the food even though small in portion the quality makes you full and the large plates are substantial in size   when the lamb kebabs were being walked to the table you could smell the cumin chilies garlic and cinnamon  so the service here is slow but that is i believe intentionally  they want you to sit and enjoy it leisurely to get the right experience  talk eat drink and repeat if they had a cot somewhere i would add nap to the list too  we ordered shakshuka for the large plate and the green chili paste on the top of each poached egg was like emeralds on top  this shakshuka was unlike any i have had in the past a lot of vegetables in this one and the sweet salty and tangy flavors going on there  you know it is good when folks at your table are stuffed but must keep going for one more bite  overall a very satisfying meal and lives up to its name of worthy offering,positive
PZqlfYwEZPZt1FqH07-8_Q,was a pretty good lunch spot i'd eat here again got the mixed grill plate kofta was great needs a little hot sauce friendly staff i'd go back,positive
8fCovWo4TJKpdOJ0KCZOIg,amazing stumbled upon this place on my birthday with my boyfriend being that it was later in the evening we did not know if we would find a place still open on university tucked away in a really adorable court yard is sinbad's we decided to sit outside and enjoy the welllit patio it seemed like the kind of environment where people go there to relax and enjoy their time since it was later in the evening there was not a lot of the normal university foot traffic around we enjoyed the low key environment we ordered a variety of food based off of the server's suggestions and made the meal a family style occasion nothing disappointed it was all delicious the server took really good care of us near the end of the meal our server brought out our order of baklava but the sweetest thing is that she put two candles in the baklava and played a 'happy birthday' song over the restaurant's speakers quite the experience we will come back again,positive
BryQISFnkCdcJET-tpAx3w,seriously delicious always bring friends or family here the owner is so kind and the isot meat platter that can definitely feed 45 people is so worth the money comes with side of rice onions and cucumbertomato salad the meat is so wellcooked with great seasoning i love the ambiance and have come here to celebrate so many different occasions,positive
7I4A1maXWrpsJBhO6rHqbA,stopped by for a drink and takeout and was pleasantly surprised by the remarkable hospitality my bartender tiffany was so knowledgeable and helpful couldn't be happier with service and drinks the manager ryan stopped by and was very friendly he made me feel very welcome he obviously is doing something right at carmel can't wait to come back thanks ryan and tiffany for your memorable experience see you soon,positive
r8k5KtXqb9yxlMGE0BF6jA,nice casual dining very friendly ownerchef delicious fresh food and byob had the corvina caesar salad and spaghetti bolognese,positive
